,userId,company,jobTitle,company2,jobTitle2,school,schoolDegree,schoolDegree2,skill1,skill2,skill3,skill4,skill5,skill6,jobLocation2,SchoolDegree,type_skills
20,221106684.0,gathern | جاذر إن,Business Intelligence Analyst,Settlement House,Data Analyst,university of khartoum,Master's degree، Computer Science,Second Class - Division 2، Statistics,Microsoft SQL Server,Microsoft Power BI,Tableau,Software Development,Data Visualization,Business Analytics,,Information Systems,programming languages
21,598159104.0,the red sea development company,Senior HR Systems & Data Analyst,AMAALA,Senior HR Systems & Data Analyst,new york institute of technology,Bachelor of Science، Electrical and Computer Engineering,Master's in Information Systems، Business Intelligence,Public Speaking,Leadership,Data Analytics,Electrical Engineering,Engineering,Project Management,Saudi Arabia,Information Systems,Soft skills
22,309381465.0,arabian oud,Senior Data Analyst,Proven Consult,Data Analyst,bk university india,Bachelor's degree، Information Technology,,Data Analysis,R,Microsoft Power BI,Project Management,Social Media,Social Media Marketing,Saudi Arabia ,Information Technology,Unkown
23,565276934.0,jeraisy electronic services center - tawaf,Programmer|API,"Freelance, self-employed",Graphic Designer,university of business and technology,"Bachelor's degree، Management Information Systems, General",,Data Analysis,Python (Programming Language),Cascading Style Sheets (CSS),System Administration,Entrepreneurship,Cybersecurity,,Management Information Systems,Unkown
24,822511161.0,thiqah business services,Business Intelligence Developer,Master Works,Data Governance& Business Intelligence,princess nourah bint abdulrahman university,Bachelor، Information Technology,Business Analytics Nanodegree Program,Data analysis,Problem Solving,Research,Python,SQL,HTML,,Information Technology,Unkown
25,417927564.0,king abdulaziz city for science and technology,Business Intelligence Analyst,King Abdulaziz City for Science and Technology,Researcher,flinders university,Master's degree، computer science,Bachelor's degree، Computer Science,Digital Transformation,Program Management,Web Development,Research,Social Media,Mobile Applications,,Computer Science,Unkown
26,84564437.0,al rajhi bank,Manager Treasury Analyst,Al Rajhi Bank,Treasury Analyst,colleges of technology in jeddah,Diploma، Accounting.,,Critical Thinking,Problem Solving,Research,Financial Reporting,Analytics,Business Development,Riyadh,Unkown,Soft skills
27,714861829.0,stc,Senior Business Analyst,stc,Talent Incubation Program (TIP) Member,king saud university,"Bachelor's degree، Management Information Systems, General",Business Analyst Nanodegree، Business Statistics,Data Analysis,SQL,Microsoft Office,E-Learning,Microsoft Excel,Microsoft Word,"Riyadh, Riyadh Region, Saudi Arabia",Management Information Systems,Unkown
28,154002688.0,general authority for statistics - gastat,Statistical Specialist,Twasol Alelm,Director,harvard university,Professional Certificate، Data Science,Master's degree، Master’s Degree in Mathematical science “Statistics & operation research”,Statistics,Analysis,SPSS,Statistical Modeling,Microsoft Excel,Research,,Information Systems,Unkown
29,330276599.0,thiqah business services,Business Intelligence Team Lead,THIQAH Business Services,Senior Business Intelligence Analyst,assiut university,"Bachelor of Information Technology , Faculty of Computer and information Science .",,Business Intelligence (BI),Data Warehousing,Microsoft Power BI,Data Management,Agile Methodologies,Strategic Planning,,Information Technology,Unkown
30,623289755.0,ncgr - national center for government resources sys.,Data Analyst | Business Intelligence Specialist,"Ministry of Finance, Saudi Arabia",Data Analyst | GDP,king abdulaziz university,Master's degree، Computer Science,Nanodegree، Machine learning,Data Science,Data Analysis,Business Intelligence (BI),Machine Learning,Deep Learning,Business Analysis,"Riyadh, Saudi Arabia",Computer Science,Unkown
31,861131034.0,noon - the social learning platform,Operations Analyst,Noon - The Social Learning Platform,Data Analyst,king saud university,Bachelor's degree، Information Systems,,Analytical Skills,Data Analysis,Data Science,Mobile Applications,JavaScript,Java,"Riyadh, Saudi Arabia",Information Systems,Unkown
32,875106467.0,pharmaboxsa,Data Analyst,,,king saud university,Bachelor’s student ، Information Systems,,Data Analysis,Business Analysis,Systems Analysis,Systems Design,SQL,Unified Modeling Language (UML),,Information Systems,Unkown
33,320105060.0,stc pay,Senior Financial Analyst,Saudi Credit Bureau - SIMAH,Data Analyst,prince sultan university,Master of Business Administration - MBA، Finance,Bachelor's Degree، Finance,Microsoft Office,Financial Analysis,Finance,Business Planning,Analysis,Project Planning,,Information Systems,Unkown
34,465956318.0,deloitte,Consultant,Appspro,Oracle BI Consultant,yarmouk university,Bachelor، Management Information System (MIS) as a Major and Business Administrations as a Minor,Nanodegree program ، Data Analysis,Data Analysis,Business Intelligence (BI),Microsoft Power BI,Business Analysis,Technical Writing,"Extract, Transform, Load (ETL)",,Management Information Systems,Unkown
35,158120670.0,devoteam,Senior Data Consultant,IKEA Saudi Arabia,Group Data Solution Owner,yarmouk university,Bachelor's degree، Computer Technology/Computer Systems Technology,,Microsoft SQL Server,Business Process Management,SharePoint,Team Leadership,Teamwork,Windows Server,,Unkown,programming languages
36,39943611.0,alodood contracting company,ICT Consultant,mTech Consulting Services,Data Analyst,preston university,Master of Science (M.S.)، Information Technology,Bachelor of Science (B.S.)، Mathematics and Computer Science,Visio,ERP,Business Analysis,Requirements Analysis,Systems Analysis,Database Administration,"Jeddah, Makkah, Saudi Arabia",Computer Science,Unkown
37,256539614.0,sabic,IT ERP M&AFF Team Leader in NJ,SABIC,SR. SAP Logistics Execution Analyst,gannon university,"Master's degree، Computer and Information Sciences, Software Engineering",Bachelor's degree، Computer and Information Systems Security/Information Assurance,Microsoft Office,Java,SQL,Programming,Business Analysis,Test Cases,Saudi Arabia,Information Systems,Unkown
38,728755037.0,"ministry of finance, saudi arabia",Business Development Manager -Head of Reports and systems,ALJ United Finance,Administrative Manager and Accounts Manager,king abdulaziz university,Master's degree، Accounting,"Master's degree، Business Administration and Management, General",Communication skills,Continuous Improvement,Microsoft Excel,Organization Skills,Microsoft Power BI,Analytical Skills,Jeddah,Information Systems,Soft skills
39,885556259.0,serb,Data Analyst,,,,,,,,,,,,,Unkown,Unkown
40,529088157.0,gib capital,مساعد إداري | Tamheer trainee,General Assembly,Data Analyst Participant ,imam abdulrahman bin faisal university,Bachelor of Science - BS، Computational Physics,,Matlab,Research,Analytical Skills,Data Analysis,Data Structures,Microsoft Office,,Unkown,Unkown
41,255243601.0,zain ksa,Senior Data Analyst,Saudi Digital Academy,Data Science Intern,prince sultan university,Master's degree، Computer Software Engineering,Very good، Information Technology,Negotiation,Supply Chain,SAP,Supply Chain Management,Procurement,Materials Management,,Software Engineeringe,Unkown
42,81333894.0,vodafone egypt,Senior Business Intelligence System Analyst,Microsoft,Citizenship Member,udacity,Advanced Data Analysis، Data Analysis,Data Analysis Professional، Data Processing and Data Processing Technology/Technician,Business Intelligence,Data Warehousing,Datastage 8.1,Telecommunications Industry,Software Engineering,C#,,Information Systems,Unkown
43,636796783.0,human resources development fund - hrdf - ksa,Data Analyst,Human Resources Development Fund - HRDF - KSA,Application Developer,king saud university,Computer Software Engineering,,Microsoft Office,Team Leadership,JavaScript,Web Development,Data Analysis,Android Development,,Software Engineeringe,Unkown
44,525704616.0,confidential,Data Analyst,Confidential,System Analyst,cardiff metropolitan university,Bachelor’s Degree، Computer Software Engineering,,Research,Critical Thinking,Problem Solving,Analytical Skills,Unified Modeling Language (UML),Software Development Life Cycle (SDLC),Saudi Arabia,Software Engineeringe,Soft skills
45,548618654.0,stc,Developer,JAL International Co. Ltd.,Data Analyst,udacity,Nano degree,Bachelor's degree، Computer Science,Management,Microsoft Office,Windows,Data Analysis,Programming,Web Development,riyadh,Computer Science,Soft skills
46,454101950.0,confidential,Senior Data Analyst,SAP,Presales Analytics & Data management ,chapman university,Master of Business Administration (M.B.A.)، Minor in Data Analytics,"Digital Transformation: From AI and IoT to Cloud, Blockchain, and Cybersecurity",Public Speaking,Strategic Planning,Teamwork,Project Management,Business Intelligence,Research,Saudi Arabia,Information Systems,Soft skills
47,598567616.0,alfanar construction,Data Analyst,Safe Decision Co. LLC,Cyber Security trainee,princess nourah bint abdulrahman university,Bachelor's degree، Information Technology,,Teamwork,Cooperative,Presentation Skills,Microsoft Office,Microsoft Excel,Creativity Skills,,Information Technology,Soft skills
48,226362324.0,stc,Senior Data Analyst,Infocloud,Professional Services Manager,jordan university for science and technology,Computer Engineering، Computers,,ITIL,Pre-sales,Oracle,Integration,IT Service Management,Security,,Computer Engineering,Unkown
49,582047298.0,huawei,Data Analyst,Huawei,Software Developer,national university of computer and emerging sciences,,,Data Analysis,Microsoft Power BI,Python (Programming Language),django,JavaScript,SQL,Islamabad,Unkown,Unkown
50,102551245.0,,,,,,,,,,,,,,,Unkown,Unkown
51,583932832.0,takamol holding,Data Scientist,JeelAIDM,Partner Instructor,king saud university,"Bachelor's degree, Computer Science","Coursework, Computer Science",Python,Machine Learning,Angular,Agile Methodologies,Object-Oriented Programming (OOP),Data Science,,Computer Science,programming languages
52,26034474.0,freelance,Graphic Designer,Freelance,Business Analyst,king saud university,"Bachelor's degree, Computer sciences",,Integration,Requirements Analysis,Oracle,Databases,Data Warehousing,Testing,Saudi Arabia,Computer Science,Unkown
53,69919063.0,salam mobile,Data Engineering Manager,Saudi Telecom Company,BI Reporting Analyst,uc san diego,"Specialization, Big Data","Data Warehousing for Business Intelligence, Specialization",Data Warehousing,Business Intelligence,Databases,ETL,Data Mining,Data Modeling,"Al-Riyadh Governorate, Saudi Arabia",Unkown,Unkown
54,772596522.0,sdaia | سدايا,Junior Data Scientist,جامعة الأمير سطّام بن عبدالعزيز,Prince sattam bin abdulaziz university,university of tabuk,"Bachelor of Computer Science, Computer Science",Master of information security,Artificial Intelligence,Python,Data science,Machine learning,Deep learning,Research,,Computer Science,Unkown
55,11670715.0,stc,Data Mining Professional (Lead Data Scientist),منصة منظور,Co-Founder,the university of sheffield,"Doctor of Philosophy (PhD), Computer Science",Misk 2030 Leaders Program,Human Computer Interaction,Research,E-Learning,Courses,Analysis,User Experience,,Information Systems,Unkown
56,877510410.0,sdaia academy,Junior Data Scientist,,,king saud university,"بكالوريوس, نظم المعلومات",,Problem Solving,Data Science,Game Development,Machine Learning,Data Analysis,Deep Learning,,Information Systems,Soft skills
57,715302019.0,stars of science,Artificial Intelligence and Data Science Expert,Kaplan Professional,Senior Data Science Trainer,lancaster university,"Phd, Management Science","Master of Science - MS, Operations Research",Predictive Modeling,Artificial Intelligence (AI),Business Analytics,Data Science,Forecasting,Statistical Data Analysis,"Riyadh, Saudi Arabia",Unkown,Unkown
58,213264229.0,sdaia | سدايا,Lead Data Scientist,King Saud University,Lecturer,imperial college london,"Master of Science - MS, Computing - Software Engineering","Bachelor of Science - BS, Information Technology",Objective-C,Project Management,Mobile Applications,User Interface Design,Logo Design,Web Development,"Riyadh, Saudi Arabia",Software Engineeringe,Unkown
59,757005996.0,ncai,Data Analyst,Bayan (Data science & Artificial intelligence),Volunteer Data Scientist,al-imam muhammad ibn saud islamic university,"Bachelor's degree, Computer Science",,Computer Vision,Image Processing,Python (Programming Language),Machine Learning,Artificial Intelligence (AI),Computer Science,Saudi Arabia,Computer Science,Unkown
60,575183873.0,stc,Infrastructure Engineer,Data Science Special Interest Group,Intern,imam muhammad ibn saud islamic university,"Bachelor's degree, Information Technology","Nanodegree, Data Scientist",Web Development,Machine Learning,Data Science,Data Analysis,Object-Oriented Programming (OOP),Data Visualization,,Information Systems,Unkown
61,805739829.0,ibm,Data Scientist,,,al-imam muhammad ibn saud islamic university,"Bachelor's degree, Information Technology",,Kubernetes,Presentation Skills,SQL,Design Thinking,Resiliency,Agile,,Information Technology,Unkown
62,636511936.0,"scai | سكاي, a pif company",Senior Data Analyst & Data Scientist,"Ministry of Finance, Saudi Arabia",Data Analyst / Business Intelligence Developer,prince sattam bin abdulaziz university,Bachelor of Information Systems,"Data Engineering Nanodegree, Computer Science",Data Analysis,Business Intelligence (BI),Machine Learning,Project Management,Financial Accounting,Entrepreneurship,"Riyadh, Saudi Arabia",Information Systems,Unkown
63,874058349.0,bayan (data science & artificial intelligence),Content Writer | فريق النشرة البريدية,SDAIA Academy,Junior Data Scientist,king saud university,"Bachelor's degree, Computer Science",,Machine Learning,Artificial Intelligence,Python,Data Structures,Software Engineering,Computer Networks,,Computer Science,Unkown
64,721716952.0,site سايت,Customer Care Professional,National Grid SA,Power System Protection Technician,saudi electronic university,"Bachelor's degree, Information Technology","Master's degree, Data Science",Data Analysis,Exploratory Data Analysis,Data Cleaning,Data Visualization,Data Structures,Business Intelligence (BI),"Riyadh, Saudi Arabia",Information Technology,Unkown
65,723149260.0,misk academy,Data Scientist - Participant /Intern,General Assembly,Data Scientist,al-imam muhammad ibn saud islamic university,"Bachelor's degree, Management Information Systems, General",,Data Analysis,Python (Programming Language),Problem Solving,Knowledge Sharing,Information Technology,Conflict Resolution,,Management Information Systems,Unkown
66,119429104.0,schlumberger,Data Scientist,Schlumberger,Data Engineer,"indian institute of technology, bombay","Master's Degree, Applied Geology","Bachelor's Degree, Geology",Python,MongoDB,Data Analytics,SQL,C#,Python (Programming Language),"Lagos, Nigeria",Unkown,programming languages
67,294930411.0,tata consultancy services,IT Analyst,,,"rajasthan technical university, kota","Bachelor’s Degree, Computer Science Engineering","X And Xll, General",Leadership,Research,SAS Programming,Retail,Price Elasticity,Market Basket Analysis,,Computer Science,Soft skills
68,665532176.0,confidential,Data Scientist,General Assembly,Data Science Instructor Associate,udacity,"NanoDegree, Deep Reinforcement Learning","Bootcamp, Data Science.",Python,Machine Learning,Statistical Data Analysis,Microsoft Office,C++,HTML5,"Al-Riyadh Governorate, Saudi Arabia",Unkown,programming languages
69,166952730.0,confidential,Data Scientist,General Authority For Statistics,Data Scientist,university of pittsburgh,"Master's degree, School of Computing and Information - Information Science and Technology - Big Data Analytics Track.","Doctor of Philosophy - PhD, Computer Science",Data Analysis,Machine Learning,Data Science,Business Analysis,Deep Learning,Research,"Riyadh, Saudi Arabia",Computer Science,Unkown
70,665187683.0,zain ksa,Data Scientist,Ministry of Industry and Mineral Resources,Data Specialist,qassim university,"Bachelor's degree, Management Information Systems, General","Nanodegree, Data Engineer",KPI Dashboards,Microservices,DWH,Business Analysis,Project Management,python,"Riyadh, Saudi Arabia",Management Information Systems,Unkown
71,516978423.0,dhalee (community & school),Founder,Confidential,Data Scientist,rmit university,"Bachelor, Computer Science",Data Science Immersive,Python (Programming Language),Data Analysis,Machine Learning,Project Management,Technical Support,Agile Project Management,"Riyadh, Saudi Arabia",Computer Science,programming languages
72,730595326.0,mobily,Data Scientist | Customer Lifecycle Management Professional,Saudi Digital Academy,Data Science Bootcamp,university of toronto,Master of Information Systems Design & User Experince Design,"Bachelor's degree, Communication Studies",Usability Testing,End User Research,Balsamiq,Adobe Experience Design,Python (Programming Language),UX Research,,Information Systems,Unkown
73,708957840.0,mozn,Data Scientist,KACST,Trainee,prince sultan university,"Bachelor's degree, Computer Science",,Data Science,Machine Learning,Software Development,Algorithm Analysis,Python (Programming Language),,,Computer Science,Unkown
74,560118497.0,ieee compsac,DSAT Co-chair,stc,Data Mining Specialist,stevens institute of technology,"Certificate, Business Intelligence & Analytics","Master's degree, Computer Science",SAS,R,Python,Data Analysis,Business Intelligence,Scrum,,Computer Science,Unkown
75,770854819.0,sdaia | سدايا,Digital Content Manager,SDAIA | سدايا,Data Scientist,al baha university,"Bachelor of Science - BS, Computer Science",,Amazon S3,Data Analysis,Data Visualization,Python (Programming Language),Finance,Machine Learning,,Computer Science,Unkown
76,690402573.0,"ministry of finance, saudi arabia",Data Analyst Consultant,Data Insight Consulting - Berkeley Research Group LLC KSA,Data Analyst,princess nourah bint abdulrahman university,"Bachelor, Computer and Information Sciences","Nanodegree, Data Scientist",Data Analysis,Microsoft Excel,Microsoft Power BI,Data Visualization,Analytical Skills,Python (Programming Language),,Information Systems,Unkown
77,475380321.0,elm company,Assistant Manager audit,NEOM,Research Specialist,udacity,"Nanodegree, Data Engineering","Master’s Degree, Statistical Sciences",Tableau,SAS Certified Base Programmer,R Programming,Statistics,SAS Programming,Data Analysis,,Information Systems,Unkown
78,564762309.0,sdaia | سدايا,Data Scientist,Elm Company,Entrepreneur,king abdulaziz university,"Bachelor's degree, Computer Science","Immersive, Data Science",Teamwork,Research,Programming,Machine Learning,Data Visualization,Web Development,"Riyadh, Riyadh Region, Saudi Arabia",Computer Science,Soft skills
79,219938943.0,nic,Data Scientist,NIC,Business Intelligence Specialist,university of maryland baltimore county,"Master’s Degree, Computer Information System","Bachelor's degree, Computer and Information Sciences ,",SQL,Databases,Database Design,Java,Customer Service,Business Intelligence,RIYADH,Information Systems,programming languages
80,278009047.0,misk academy,Data Scientist-Participant,Wadi Makkah,Auditor Advisory ,udacity,Deep Learning,"Master of Science (MS), Computer Science",Machine Learning,Python (Programming Language),Data Science,Software Development,Web Development,Data Structures,,Computer Science,Unkown
81,525662721.0,takamol holding,Data Scientist,Zain KSA,Data Analytics Senior Analyst,gannon university,"Master’s Degree, Information System","ESL, English as a Second or Foreign Language/ESL Language",Data Mining,Machine Learning,R,Project Management,Strategic Planning,Research,Riyadh ,Information Systems,Unkown
82,172692094.0,site سايت,"Professional Engineer, Data Science And Analytics",SABIC,Big Data Analyst,king fahd university of petroleum & minerals,"Bachelor of Engineering - BE, Computer Software Engineering",,Data Engineering,Parallel Computing,Python,UI/UX,Graphic Design,Android Development,,Software Engineeringe,Unkown
83,663699249.0,sdaia academy,Data Scientist,International Systems Engineering - ISE,SharePoint Developer,prince sultan university,"Bachelor's degree, Computer Software Engineering",Business Analytics,Change Management,problem solving,Web Development,JavaScript,Ruby on Rails,Critical Thinking,,Software Engineeringe,Soft skills
84,548687786.0,sabic,Data Scientist,نجم الشمال,Youth Career Coach,the university of texas at austin,"Postgraduate Degree, Artificial Intelligence and Machine Learning",Full-Time Data Science Immersive,Data Analysis,Project Management,Leadership,Research,Data Visualization,Machine Learning,"Riyadh, Saudi Arabia",Unkown,Unkown
85,339118503.0,sdaia | سدايا,Data Scientist,Takamol Holding,Data Specialist,pace university,"Master of Science - MS, Computer Science","Certificate in Advanced English, English",Pyhton,Matlab,TensorFlow,Research,Social Media,Programming,"Riyadh, Saudi Arabia",Information Systems,Unkown
86,399778478.0,al rajhi bank,Senior Data Scientist,Al Rajhi Bank,Data Scientist,king fahd university of petroleum & minerals,"Bachelor of Science - BS, Computer Engineering",Exchange program,Microsoft Office,Windows,Public Speaking,Java,Verilog,Leadership,"Riyadh, Saudi Arabia",Computer Engineering,Unkown
87,485105141.0,sabic,Data Scientist,King Fahd University of Petroleum & Minerals - KFUPM,ICS 353 Grader,king fahd university of petroleum & minerals - kfupm,"Bachelor's degree, Computer Software Engineering","Exchange Program, Computer Science",Java,Teamwork,Team Leadership,Web Development,Project Planning,Data Analysis,,Computer Science,programming languages
88,118776810.0,stc,Principal Data Scientist,Siemens,Lead Data Scientist,cairo university,"Master's degree, Data science","Pre-Masters, Information Systems",Machine Learning,Data Analysis,Deep Learning,Business Intelligence,Data Warehousing,Integration,Saudi Arabia,Information Systems,Unkown
89,736910846.0,sdaia | سدايا,Data Scientist,SDAIA | سدايا,CO-OP Trainee,king saud university,"Bachelor Degree, Actuarial and Financial Mathematics",,Data Analysis,Microsoft Office,Dataiku,SQL,Minitab,SPSS,,Unkown,Unkown
90,493029573.0,sdaia | سدايا,Data Science Bootcamp Intern,Saudi Digital Academy,Data Science Bootcamp Intern,king saud university,"Bachelor's degree, Managment Information System (MIS)",,Data Analysis,Data Science,Machine Learning,Project Management,Data Mining,System Analysis,,Management Information Systems,Unkown
91,632391130.0,stc pay,Data Scientist Specialist,stc pay,Data Scientist,king saud university,"Bachlor Degree, Information Systems",,Time management,Team-player,Python,Programming,Data Analysis,Data Visualization,,Information Systems,Soft skills
92,414429026.0,soliton technologies,Principal Machine Learning Engineer,Soliton Technologies,Sr. Machine Learning Engineer,university of management and technology - umt,"Master of Science - MS, Data Science","Bachelor of Science - BS, Telecommunications Engineering",Machine Learning,Natural Language Processing (NLP),Python (Programming Language),Telecommunications,Tableau,Pandas (Software),"Lahore, Pakistan",Unkown,Unkown
93,815702470.0,sdaia | سدايا,Data architect,SDAIA | سدايا,Data Scientist,king saud university,"Bachelor, actuarial and financial mathematics",,SQL,R,Python,تحليل البيانات,علم البيانات,Microsoft Excel,,Unkown,programming languages
94,721602199.0,sabic,Data Scientist,Saudi Digital Academy,Data Science Bootcamp Trainee,king faisal university,"Bachelor's degree, Computer Science","Data Science Bootcamp, Data Science",Big Data,Data Science,Machine Learning,SAS Programming,Computer Vision,Artificial Intelligence (AI),,Computer Science,Unkown
95,564728693.0,sdaia | سدايا,Data Scientist,Teradata,Junior Data Scientist,king saud university,"Bachelor's degree with the first class honor, Computer Information Technology",,Python,Data Science,"Extract, Transform, Load (ETL)",Web Applications,Data Modeling,Data Warehousing,,Information Technology,programming languages
96,199075616.0,saudi aramco,Data Scientist,KAUST (King Abdullah University of Science and Technology),Student Research Assistant,kaust (king abdullah university of science and technology),"Master's degree, Computer Science","Bachelor's degree, Computer Science",Machine Learning,C++,Data Analysis,Programming,Data Visualization,Image Processing,,Computer Science,Unkown
97,71967994.0,tasnee,Data Scientist - Price Modeling,SABIC,Sr. Scientist [Corporate Digitalization Program],kaust (king abdullah university of science and technology),"MSc, Applied Mathematics & Computational Sciences (Statistics)","BSc, Industrial Engineering",Supply Chain Management,Project Planning,Statistics,Minitab,Industrial Engineering,Production Planning,,Information Systems,Soft skills
98,418139345.0,king faisal specialist hospital and research centre (gen. org.),Data Scientist,Women in Data Science (WiDS) at Stanford University,Datathon participant ,prince sultan university,"Bachelor's degree, Computer Science - First-Class honor",Blockchain Developer,Microsoft Office,Research,Project Management,Web Development,Python (Programming Language),Public Speaking,,Computer Science,Unkown
99,747505510.0,tikna,Data Scientist,stc,Data Scientist ,lassonde school of engineering - york university,"Bachelor of Science - BS, Computer Science","Bachelor of Applied Science - BASc, Mathematics and Computer Science Double Major",Machine Learning,Research,python,Data Science,Creative Writing,Data Visualization,,Computer Science,Unkown
100,785718683.0,ministry of communications and information technology of saudi arabia,Assistant Specialist Data Analyst and Statistics,Ministry of Communications and Information Technology of Saudi Arabia,Assistant Data Analyst,princess nourah bint abdulrahman university,"Bachelor of Information Technology, Information Technology",,Data Visualization,Microsoft Power BI,Analytical Skills,Data Analysis,Project Management,Big Data,"Riyadh, Saudi Arabia",Information Technology,Unkown
